time,VLA,VLV,VRA,VRV,pARSYS
2.4101000000e+00,9.0511428631e+01,1.5632850365e+02,9.9547604492e+01,1.3437771247e+02,9.3956637840e+01
2.4201000000e+00,8.9712106676e+01,1.5632851272e+02,9.7915812613e+01,1.3693988512e+02,9.3221401393e+01
2.4301000000e+00,8.9036502229e+01,1.5632852165e+02,9.6677043493e+01,1.3911451347e+02,9.2495768445e+01
2.4401000000e+00,8.8476295575e+01,1.5632853043e+02,9.5775035904e+01,1.4095708844e+02,9.1779609653e+01
2.4501000000e+00,8.8024033171e+01,1.5632853902e+02,9.5332196169e+01,1.4234452409e+02,9.1072797596e+01
2.4601000000e+00,8.7673063705e+01,1.5632854730e+02,9.5993378099e+01,1.4263042987e+02,9.0375206747e+01
2.4701000000e+00,8.7417472885e+01,1.5632855509e+02,9.6940891966e+01,1.4263043140e+02,8.9686713595e+01
2.4801000000e+00,8.7252019473e+01,1.5632856206e+02,9.7888765892e+01,1.4263043227e+02,8.9007196682e+01
2.4901000000e+00,8.7172073990e+01,1.5632856772e+02,9.8837272940e+01,1.4263043228e+02,8.8336536369e+01
2.5001000000e+00,8.7173560886e+01,1.5632857138e+02,9.9786683147e+01,1.4263043127e+02,8.7674614690e+01
2.5101000000e+00,8.7252904607e+01,1.5632857208e+02,1.0073726190e+02,1.4125174739e+02,8.7021315318e+01
2.5201000000e+00,8.7407003892e+01,1.5632856858e+02,1.0168926883e+02,1.3524075969e+02,8.6376523533e+01
2.5301000000e+00,8.7633431461e+01,1.5462979060e+02,1.0264295685e+02,1.2617351366e+02,8.7155286339e+01
2.5401000000e+00,8.7930879717e+01,1.4949299206e+02,1.0359857369e+02,1.1580539041e+02,9.0790337327e+01
2.5501000000e+00,8.8299412103e+01,1.4341473291e+02,1.0455637260e+02,1.0550670958e+02,9.5173594154e+01
2.5601000000e+00,8.8740324162e+01,1.3675738232e+02,1.0551661183e+02,9.6151484844e+01,9.9987779872e+01
2.5701000000e+00,8.9255725219e+01,1.2980861057e+02,1.0647954703e+02,8.8154098302e+01,1.0498508789e+02
2.5801000000e+00,8.9848023159e+01,1.2280490527e+02,1.0744542640e+02,8.1594708196e+01,1.0996464047e+02
2.5901000000e+00,9.0519461796e+01,1.1593433202e+02,1.0841448751e+02,7.6363154431e+01,1.1476894541e+02
2.6001000000e+00,9.1271793248e+01,1.0934646929e+02,1.0938695462e+02,7.2274077984e+01,1.1927488594e+02
2.6101000000e+00,9.2106104671e+01,1.0314259790e+02,1.1036303656e+02,6.9137706604e+01,1.2340135238e+02
2.6201000000e+00,9.3022777005e+01,9.7385413291e+01,1.1134292496e+02,6.6792687727e+01,1.2710062000e+02
2.6301000000e+00,9.4021535133e+01,9.2104643649e+01,1.1232679286e+02,6.5115100411e+01,1.3035320608e+02
2.6401000000e+00,9.5101547909e+01,8.7303411118e+01,1.1331479357e+02,6.4016157772e+01,1.3316218028e+02
2.6501000000e+00,9.6261544847e+01,8.2966869819e+01,1.1430705986e+02,6.3403113631e+01,1.3554565240e+02
2.6601000000e+00,9.7499927932e+01,7.9070199369e+01,1.1530370339e+02,6.3113938109e+01,1.3752988710e+02
2.6701000000e+00,9.8814871886e+01,7.5584438943e+01,1.1630481422e+02,6.3053123742e+01,1.3914430619e+02
2.6801000000e+00,1.0020441471e+02,7.2482949687e+01,1.1731046049e+02,6.3053120836e+01,1.4041604065e+02
2.6901000000e+00,1.0166653608e+02,6.9747385116e+01,1.1832068820e+02,6.3053118018e+01,1.4136496272e+02
2.7001000000e+00,1.0319922512e+02,6.7368388812e+01,1.1933552096e+02,6.3053115317e+01,1.4200317406e+02
2.7101000000e+00,1.0480052991e+02,6.5347792865e+01,1.2035495984e+02,6.3053112763e+01,1.4233326727e+02
2.7201000000e+00,1.0646858117e+02,6.3708705524e+01,1.2137898311e+02,6.3053110384e+01,1.4234004395e+02
2.7301000000e+00,1.0820159308e+02,6.2501716078e+01,1.2240754601e+02,6.3053108206e+01,1.4198554741e+02
2.7401000000e+00,1.0999784742e+02,6.1826891983e+01,1.2344058043e+02,6.3053106250e+01,1.4119101879e+02
2.7501000000e+00,1.1185566731e+02,6.1742842115e+01,1.2447799443e+02,6.3053104540e+01,1.3991314388e+02
2.7601000000e+00,1.1377338456e+02,6.1742826964e+01,1.2551967166e+02,6.3053103092e+01,1.3857964508e+02
